respondent_id,xyz_vaccine,seasonal_vaccine
27974,0.29,0.5
27975,0.1,0.09
27976,0.17,0.23
27977,0.09,0.21
27978,0.18,0.43
27979,0.26,0.84
27980,0.05,0.14
27981,0.05,0.35
27982,0.14,0.62
27983,0.56,0.87
27984,0.13,0.42
27985,0.05,0.85
27986,0.62,0.77
27987,0.22,0.54
27988,0.01,0.71
27989,0.08,0.4
27990,0.15,0.48
27991,0.18,0.53
27992,0.01,0.04
27993,0.04,0.15
27994,0.28,0.82
27995,0.04,0.74
27996,0.01,0.1
27997,0.19,0.24
27998,0.07,0.68
27999,0.47,0.82
28000,0.06,0.19
28001,0.05,0.03
28002,0.02,0.1
28003,0.02,0.44
28004,0.24,0.45
28005,0.25,0.42
28006,0.19,0.27
28007,0.08,0.44
28008,0.02,0.84
28009,0.06,0.35
28010,0.03,0.14
28011,0.13,0.71
28012,0.77,0.88
28013,0.44,0.63
28014,0.05,0.15
28015,0.36,0.6
28016,0.43,0.82
28017,0.04,0.33
28018,0.05,0.63
28019,0.03,0.16
28020,0.06,0.12
28021,0.39,0.49
28022,0.33,0.5
28023,0.62,0.56
28024,0.03,0.33
28025,0.56,0.71
28026,0.11,0.33
28027,0.44,0.67
28028,0.33,0.88
28029,0.33,0.58
28030,0.8,0.9
28031,0.02,0.18
28032,0.08,0.63
28033,0.34,0.15
28034,0.59,0.75
28035,0.12,0.27
28036,0.08,0.36
28037,0.1,0.63
28038,0.02,0.11
28039,0.06,0.33
28040,0.4,0.85
28041,0.11,0.86
28042,0.16,0.1
28043,0.72,0.8
28044,0.09,0.28
28045,0.23,0.56
28046,0.06,0.48
28047,0.18,0.77
28048,0.1,0.18
28049,0.07,0.83
28050,0.04,0.19
28051,0.08,0.77
28052,0.19,0.54
28053,0.03,0.24
28054,0.33,0.33
28055,0.25,0.35
28056,0.57,0.92
28057,0.1,0.8
28058,0.08,0.43
28059,0.1,0.29
28060,0.07,0.3
28061,0.11,0.28
28062,0.3,0.48
28063,0.15,0.2
28064,0.13,0.63
28065,0.05,0.25
28066,0.07,0.59
28067,0.1,0.93
28068,0.25,0.27
28069,0.1,0.62
28070,0.09,0.38
28071,0.17,0.52
28072,0.12,0.38
28073,0.04,0.06
28074,0.4,0.32
28075,0.23,0.22
28076,0.12,0.67
28077,0.23,0.28
28078,0.27,0.65
28079,0.42,0.87
28080,0.11,0.14
28081,0.23,0.71
28082,0.27,0.68
28083,0.02,0.09
28084,0.06,0.1
28085,0.59,0.5
28086,0.13,0.79
28087,0.11,0.85
28088,0.42,0.55
28089,0.07,0.24
28090,0.04,0.39
28091,0.06,0.19
28092,0.04,0.11
28093,0.03,0.51
28094,0.05,0.45
28095,0.8,0.89
28096,0.42,0.7
28097,0.1,0.13
28098,0.1,0.4
28099,0.1,0.17
28100,0.04,0.17
28101,0.48,0.85
28102,0.19,0.24
28103,0.04,0.87
28104,0.32,0.85
28105,0.05,0.15
28106,0.09,0.29
28107,0.1,0.06
28108,0.46,0.67
28109,0.15,0.29
28110,0.33,0.9
28111,0.19,0.43
28112,0.31,0.57
28113,0.07,0.65
28114,0.01,0.17
28115,0.17,0.32
28116,0.02,0.43
28117,0.09,0.15
28118,0.16,0.2
28119,0.48,0.8
28120,0.36,0.76
28121,0.4,0.85
28122,0.05,0.08
28123,0.09,0.13
28124,0.11,0.28
28125,0.2,0.46
28126,0.46,0.5
28127,0.13,0.29
28128,0.06,0.1
28129,0.24,0.88
28130,0.07,0.17
28131,0.13,0.29
28132,0.31,0.87
28133,0.21,0.99
28134,0.28,0.37
28135,0.21,0.8
28136,0.1,0.66
28137,0.06,0.11
28138,0.24,0.73
28139,0.36,0.86
28140,0.47,0.81
28141,0.03,0.02
28142,0.02,0.09
28143,0.21,0.28
28144,0.22,0.72
28145,0.22,0.56
28146,0.03,0.2
28147,0.07,0.57
28148,0.5,0.55
28149,0.09,0.13
28150,0.24,0.75
28151,0.05,0.53
28152,0.16,0.42
28153,0.04,0.09
28154,0.07,0.14
28155,0.05,0.76
28156,0.17,0.49
28157,0.25,0.34
28158,0.68,0.93
28159,0.45,0.79
28160,0.1,0.22
28161,0.1,0.59
28162,0.26,0.76
28163,0.16,0.37
28164,0.65,0.83
28165,0.12,0.31
28166,0.66,0.92
28167,0.06,0.33
28168,0.36,0.76
28169,0.09,0.38
28170,0.04,0.43
28171,0.13,0.51
28172,0.07,0.59
28173,0.02,0.18
28174,0.04,0.14
28175,0.29,0.81
28176,0.09,0.07
28177,0.2,0.4
28178,0.06,0.6
28179,0.1,0.29
28180,0.08,0.18
28181,0.07,0.33
28182,0.12,0.49
28183,0.12,0.12
28184,0.07,0.16
28185,0.13,0.43
28186,0.1,0.4
28187,0.15,0.43
28188,0.11,0.31
28189,0.06,0.12
28190,0.1,0.4
28191,0.0,0.02
28192,0.03,0.21
28193,0.04,0.86
28194,0.06,0.31
28195,0.48,0.75
28196,0.59,0.84
28197,0.09,0.55
28198,0.5,0.75
28199,0.16,0.41
28200,0.02,0.17
28201,0.11,0.26
28202,0.08,0.63
28203,0.37,0.88
28204,0.03,0.14
28205,0.44,0.3
28206,0.09,0.34
28207,0.62,0.73
28208,0.11,0.27
28209,0.23,0.57
28210,0.02,0.07
28211,0.46,0.59
28212,0.59,0.65
28213,0.69,0.77
28214,0.02,0.24
28215,0.26,0.48
28216,0.14,0.27
28217,0.02,0.07
28218,0.7,0.78
28219,0.14,0.19
28220,0.07,0.34
28221,0.17,0.21
28222,0.57,0.71
28223,0.28,0.85
28224,0.09,0.14
28225,0.32,0.6
28226,0.01,0.11
28227,0.27,0.97
28228,0.03,0.53
28229,0.5,0.8
28230,0.0,0.01
28231,0.57,0.82
28232,0.34,0.48
28233,0.18,0.46
28234,0.49,0.79
28235,0.03,0.31
28236,0.08,0.16
28237,0.25,0.25
28238,0.22,0.78
28239,0.1,0.46
28240,0.39,0.31
28241,0.06,0.11
28242,0.42,0.77
28243,0.06,0.39
28244,0.16,0.77
28245,0.23,0.49
28246,0.07,0.06
28247,0.22,0.3
28248,0.04,0.57
28249,0.05,0.47
28250,0.36,0.74
28251,0.37,0.76
28252,0.15,0.25
28253,0.38,0.73
28254,0.24,0.24
28255,0.11,0.48
28256,0.61,0.6
28257,0.01,0.1
28258,0.07,0.14
28259,0.18,0.72
28260,0.3,0.36
28261,0.51,0.72
28262,0.1,0.15
28263,0.16,0.34
28264,0.44,0.71
28265,0.14,0.69
28266,0.0,0.1
28267,0.17,0.41
28268,0.03,0.14
28269,0.08,0.18
28270,0.28,0.83
28271,0.51,0.35
28272,0.1,0.51
28273,0.11,0.56
28274,0.51,0.84
28275,0.12,0.54
28276,0.18,0.58
28277,0.0,0.02
28278,0.14,0.7
28279,0.53,0.71
28280,0.02,0.2
28281,0.01,0.06
28282,0.02,0.09
28283,0.23,0.26
28284,0.68,0.59
28285,0.26,0.58
28286,0.09,0.33
28287,0.03,0.18
28288,0.09,0.37
28289,0.02,0.12
28290,0.1,0.16
28291,0.69,0.94
28292,0.16,0.35
28293,0.05,0.11
28294,0.45,0.74
28295,0.08,0.5
28296,0.32,0.38
28297,0.05,0.11
28298,0.11,0.83
28299,0.18,0.28
28300,0.11,0.35
28301,0.09,0.16
28302,0.12,0.29
28303,0.87,0.96
28304,0.05,0.25
28305,0.11,0.2225
28306,0.05,0.12
28307,0.11,0.77
28308,0.32,0.93
28309,0.01,0.18
28310,0.16,0.41
28311,0.13,0.86
28312,0.05,0.66
28313,0.06,0.25
28314,0.05,0.48
28315,0.85,0.98
28316,0.11,0.28
28317,0.07,0.1
28318,0.02,0.17
28319,0.09,0.27
28320,0.65,0.75
28321,0.24,0.88
28322,0.28,0.56
28323,0.16,0.6
28324,0.11,0.96
28325,0.07,0.76
28326,0.37,0.67
28327,0.79,0.91
28328,0.3,0.38
28329,0.16,0.59
28330,0.32,0.41
28331,0.05,0.04
28332,0.01,0.07
28333,0.1,0.36
28334,0.02,0.14
28335,0.0,0.14
28336,0.25,0.72
28337,0.13,0.17
28338,0.07,0.18
28339,0.65,0.85
28340,0.34,0.47
28341,0.28,0.86
28342,0.23,0.28
28343,0.54,0.7
28344,0.12,0.47
28345,0.13,0.46
28346,0.14,0.79
28347,0.31,0.59
28348,0.2,0.6
28349,0.07,0.08
28350,0.72,0.92
28351,0.13,0.55
28352,0.18,0.68
28353,0.46,0.65
28354,0.03,0.06
28355,0.16,0.59
28356,0.05,0.58
28357,0.0,0.06
28358,0.43,0.62
28359,0.09,0.8
28360,0.29,0.56
28361,0.02,0.3
28362,0.22,0.97
28363,0.75,0.92
28364,0.6,0.92
28365,0.05,0.05
28366,0.1,0.23
28367,0.02,0.38
28368,0.6,0.87
28369,0.03,0.02
28370,0.45,0.7
28371,0.2,0.24
28372,0.11,0.15
28373,0.11,0.23
28374,0.05,0.11
28375,0.18,0.32
28376,0.02,0.35
28377,0.07,0.17
28378,0.04,0.09
28379,0.03,0.33
28380,0.05,0.36
28381,0.7,0.92
28382,0.25,0.44
28383,0.04,0.12
28384,0.07,0.15
28385,0.51,0.85
28386,0.14,0.55
28387,0.31,0.9
28388,0.6,0.66
28389,0.06,0.11
28390,0.37,0.88
28391,0.2,0.18
28392,0.25,0.51
28393,0.11,0.85
28394,0.05,0.45
28395,0.06,0.82
28396,0.06,0.29
28397,0.21,0.37
28398,0.07,0.16
28399,0.88,0.88
28400,0.11,0.72
28401,0.1,0.11
28402,0.35,0.5
28403,0.4,0.59
28404,0.19,0.75
28405,0.06,0.19
28406,0.13,0.21
28407,0.54,0.63
28408,0.17,0.96
28409,0.01,0.15
28410,0.71,0.77
28411,0.32,0.34
28412,0.77,0.85
28413,0.22,0.27
28414,0.91,0.97
28415,0.03,0.1
28416,0.02,0.2
28417,0.05,0.1
28418,0.52,0.56
28419,0.78,0.88
28420,0.6,0.73
28421,0.15,0.42
28422,0.01,0.17
28423,0.04,0.07
28424,0.26,0.36
28425,0.06,0.15
28426,0.12,0.5
28427,0.33,0.32
28428,0.12,0.8
28429,0.13,0.09
28430,0.56,0.74
28431,0.83,0.76
28432,0.04,0.19
28433,0.18,0.52
28434,0.03,0.63
28435,0.25,0.74
28436,0.11,0.18
28437,0.1,0.24
28438,0.07,0.07
28439,0.08,0.16
28440,0.04,0.81
28441,0.87,0.94
28442,0.04,0.88
28443,0.72,0.87
28444,0.2,0.52
28445,0.18,0.24
28446,0.13,0.34
28447,0.08,0.72
28448,0.45,0.41
28449,0.29,0.6
28450,0.03,0.47
28451,0.1,0.23
28452,0.03,0.04
28453,0.06,0.43
28454,0.11,0.23
28455,0.84,0.96
28456,0.1,0.45
28457,0.3,0.5
28458,0.08,0.28
28459,0.02,0.07
28460,0.0,0.11
28461,0.24,0.31
28462,0.04,0.22
28463,0.28,0.22
28464,0.16,0.65
28465,0.55,0.49
28466,0.16,0.17
28467,0.33,0.54
28468,0.13,0.22
28469,0.14,0.21
28470,0.07,0.24
28471,0.17,0.81
28472,0.09,0.56
28473,0.01,0.27
28474,0.09,0.35
28475,0.38,0.58
28476,0.07,0.25
28477,0.06,0.09
28478,0.14,0.56
28479,0.37,0.47
28480,0.02,0.36
28481,0.08,0.46
28482,0.23,0.67
28483,0.09,0.37
28484,0.11,0.54
28485,0.04,0.11
28486,0.04,0.06
28487,0.03,0.24
28488,0.08,0.8
28489,0.3,0.45
28490,0.04,0.52
28491,0.21,0.65
28492,0.18,0.63
28493,0.13,0.12
28494,0.4,0.42
28495,0.1,0.14
28496,0.13,0.91
28497,0.08,0.19
28498,0.07,0.45
28499,0.21,0.59
28500,0.17,0.26
28501,0.09,0.6
28502,0.01,0.2
28503,0.18,0.32
28504,0.05,0.18
28505,0.02,0.1
28506,0.59,0.79
28507,0.04,0.04
28508,0.67,0.67
28509,0.17,0.48
28510,0.33,0.56
28511,0.1,0.74
28512,0.03,0.2
28513,0.2,0.36
28514,0.12,0.43
28515,0.09,0.21
28516,0.13,0.35
28517,0.02,0.13
28518,0.25,0.57
28519,0.09,0.36
28520,0.06,0.09
28521,0.23,0.83
28522,0.23,0.65
28523,0.15,0.4
28524,0.23,0.32
28525,0.23,0.18
28526,0.11,0.14
28527,0.07,0.25
28528,0.4,0.69
28529,0.01,0.09
28530,0.19,0.86
28531,0.03,0.07
28532,0.07,0.09
28533,0.02,0.08
28534,0.04,0.05
28535,0.0,0.12
28536,0.13,0.67
28537,0.11,0.63
28538,0.65,0.75
28539,0.0,0.14
28540,0.17,0.94
28541,0.25,0.6
28542,0.03,0.11
28543,0.15,0.29
28544,0.35,0.56
28545,0.12,0.79
28546,0.27,0.29
28547,0.23,0.63
28548,0.03,0.1
28549,0.02,0.18
28550,0.06,0.5
28551,0.39,0.81
28552,0.42,0.37
28553,0.09,0.17
28554,0.07,0.46
28555,0.17,0.45
28556,0.05,0.12
28557,0.4,0.86
28558,0.04,0.49
28559,0.05,0.13
28560,0.19,0.48
28561,0.29,0.81
28562,0.13,0.21
28563,0.03,0.17
28564,0.04,0.09
28565,0.44,0.51
28566,0.11,0.73
28567,0.06,0.13
28568,0.08,0.46
28569,0.42,0.54
28570,0.02,0.29
28571,0.02,0.27
28572,0.01,0.12
28573,0.76,0.95
28574,0.12,0.41
28575,0.35,0.61
28576,0.15,0.2
28577,0.17,0.87
28578,0.03,0.08
28579,0.34,0.66
28580,0.3,0.57
28581,0.09,0.56
28582,0.34,0.43
28583,0.07,0.73
28584,0.23,0.8
28585,0.21,0.4
28586,0.06,0.24
28587,0.33,0.71
28588,0.16,0.46
28589,0.86,0.93
28590,0.05,0.2
28591,0.8,0.96
28592,0.75,0.93
28593,0.32,0.81
28594,0.05,0.14
28595,0.12,0.71
28596,0.0,0.21
28597,0.13,0.7
28598,0.12,0.19
28599,0.11,0.23
28600,0.07,0.36
28601,0.3,0.75
28602,0.21,0.53
28603,0.29,0.39
28604,0.25,0.32
28605,0.08,0.1
28606,0.06,0.28
28607,0.13,0.12
28608,0.05,0.11
28609,0.36,0.62
28610,0.38,0.3
28611,0.24,0.26
28612,0.17,0.8
28613,0.15,0.25
28614,0.0,0.13
28615,0.08,0.18
28616,0.08,0.33
28617,0.08,0.06
28618,0.03,0.1
28619,0.27,0.47
28620,0.4,0.58
28621,0.0,0.77
28622,0.59,0.65
28623,0.1,0.34
28624,0.06,0.36
28625,0.16,0.32
28626,0.09,0.69
28627,0.19,0.68
28628,0.21,0.47
28629,0.01,0.06
28630,0.6,0.83
28631,0.25,0.4
28632,0.11,0.31
28633,0.46,0.51
28634,0.41,0.4
28635,0.22,0.91
28636,0.07,0.49
28637,0.36,0.75
28638,0.21,0.25
28639,0.05,0.75
28640,0.22,0.54
28641,0.03,0.49
28642,0.14,0.41
28643,0.08,0.33
28644,0.25,0.36
28645,0.11,0.49
28646,0.17,0.24
28647,0.05,0.34
28648,0.03,0.36
28649,0.38,0.53
28650,0.31,0.3
28651,0.58,0.78
28652,0.03,0.1
28653,0.04,0.69
28654,0.25,0.79
28655,0.25,0.66
28656,0.51,0.81
28657,0.1,0.23
28658,0.81,0.93
28659,0.05,0.07
28660,0.51,0.22
28661,0.44,0.63
28662,0.03,0.16
28663,0.07,0.44
28664,0.18,0.57
28665,0.41,0.34
28666,0.09,0.2
28667,0.22,0.56
28668,0.11,0.36
28669,0.44,0.81
28670,0.09,0.16
28671,0.09,0.24
28672,0.06,0.57
28673,0.29,0.62
28674,0.11,0.23
28675,0.67,0.94
28676,0.11,0.5
28677,0.11,0.87
28678,0.03,0.09
28679,0.45,0.52
28680,0.05,0.33
28681,0.43,0.66
28682,0.73,0.94
28683,0.14,0.4
28684,0.03,0.11
28685,0.05,0.23
28686,0.29,0.84
28687,0.01,0.08
28688,0.28,0.74
28689,0.63,0.85
28690,0.12,0.43
28691,0.36,0.6
28692,0.21,0.8
28693,0.07,0.83
28694,0.2,0.64
28695,0.11,0.58
28696,0.12,0.3
28697,0.11,0.34
28698,0.67,0.77
28699,0.02,0.11
28700,0.07,0.85
28701,0.16,0.36
28702,0.06,0.27
28703,0.08,0.54
28704,0.47,0.77
28705,0.26,0.9
28706,0.18,0.31
28707,0.03,0.23
28708,0.35,0.2
28709,0.06,0.12
28710,0.86,0.92
28711,0.63,0.94
28712,0.24,0.35
28713,0.2,0.23
28714,0.36,0.61
28715,0.58,0.78
28716,0.05,0.11
28717,0.05,0.6
28718,0.08,0.52
28719,0.04,0.14
28720,0.07,0.22
28721,0.05,0.28
28722,0.13,0.43
28723,0.18,0.81
28724,0.07,0.63
28725,0.26,0.78
28726,0.24,0.41
28727,0.25,0.36
28728,0.22,0.27
28729,0.14,0.8
28730,0.35,0.6
28731,0.06,0.51
28732,0.11,0.17
28733,0.05,0.28
28734,0.03,0.41
28735,0.08,0.44
28736,0.12,0.24
28737,0.21,0.86
28738,0.04,0.9
28739,0.28,0.57
28740,0.57,0.76
28741,0.05,0.45
28742,0.19,0.21
28743,0.03,0.22
28744,0.09,0.79
28745,0.13,0.91
28746,0.26,0.2
28747,0.17,0.77
28748,0.72,0.9
28749,0.1,0.33
28750,0.12,0.4
28751,0.2,0.59
28752,0.18,0.29
28753,0.28,0.14
28754,0.52,0.61
28755,0.24,0.81
28756,0.09,0.18
28757,0.07,0.38
28758,0.09,0.19
28759,0.02,0.43
28760,0.01,0.25
28761,0.34,0.6
28762,0.41,0.79
28763,0.14,0.42
28764,0.59,0.62
28765,0.08,0.59
28766,0.13,0.7
28767,0.1,0.36
28768,0.09,0.1
28769,0.28,0.54
28770,0.24,0.62
28771,0.46,0.83
28772,0.12,0.66
28773,0.08,0.28
28774,0.8,0.97
28775,0.01,0.41
28776,0.23,0.56
28777,0.05,0.36
28778,0.26,0.37
28779,0.54,0.89
28780,0.05,0.11
28781,0.35,0.82
28782,0.21,0.9
28783,0.19,0.29
28784,0.06,0.35
28785,0.06,0.46
28786,0.09,0.08
28787,0.1,0.23
28788,0.01,0.14
28789,0.27,0.52
28790,0.56,0.83
28791,0.71,0.93
28792,0.51,0.84
28793,0.74,0.98
28794,0.07,0.1
28795,0.21,0.19
28796,0.0,0.12
28797,0.7,0.92
28798,0.14,0.89
28799,0.07,0.35
28800,0.13,0.2
28801,0.08,0.2
28802,0.28,0.28
28803,0.02,0.68
28804,0.04,0.83
28805,0.06,0.08
28806,0.62,0.7
28807,0.07,0.28
28808,0.12,0.15
28809,0.13,0.72
28810,0.1,0.27
28811,0.17,0.9
28812,0.01,0.15
28813,0.09,0.33
28814,0.21,0.37
28815,0.03,0.22
28816,0.06,0.46
28817,0.05,0.4
28818,0.15,0.29
28819,0.1,0.57
28820,0.08,0.07
28821,0.02,0.08
28822,0.05,0.07
28823,0.14,0.74
28824,0.64,0.77
28825,0.17,0.34
28826,0.09,0.47
28827,0.44,0.74
28828,0.1,0.29
28829,0.14,0.12
28830,0.08,0.67
28831,0.0,0.15
28832,0.09,0.47
28833,0.18,0.47
28834,0.39,0.69
28835,0.25,0.52
28836,0.21,0.6
28837,0.67,0.74
28838,0.29,0.61
28839,0.65,0.76
28840,0.12,0.51
28841,0.04,0.28
28842,0.42,0.31
28843,0.17,0.74
28844,0.04,0.32
28845,0.04,0.15
28846,0.6,0.83
28847,0.04,0.08
28848,0.15,0.47
28849,0.27,0.38
28850,0.04,0.28
28851,0.15,0.22
28852,0.3,0.75
28853,0.02,0.12
28854,0.21,0.88
28855,0.05,0.28
28856,0.03,0.53
28857,0.06,0.29
28858,0.18,0.84
28859,0.04,0.12
28860,0.18,0.42
28861,0.53,0.78
28862,0.19,0.55
28863,0.26,0.85
28864,0.46,0.49
28865,0.1,0.87
28866,0.3,0.26
28867,0.07,0.16
28868,0.0,0.07
28869,0.04,0.16
28870,0.14,0.25
28871,0.08,0.17
28872,0.09,0.74
28873,0.0,0.06
28874,0.14,0.55
28875,0.29,0.79
28876,0.18,0.63
28877,0.02,0.03
28878,0.0,0.09
28879,0.12,0.38
28880,0.38,0.62
28881,0.12,0.24
28882,0.6,0.77
28883,0.47,0.63
28884,0.28,0.29
28885,0.19,0.51
28886,0.09,0.13
28887,0.06,0.08
28888,0.04,0.19
28889,0.07,0.11
28890,0.09,0.63
28891,0.08,0.09
28892,0.05,0.18
28893,0.18,0.63
28894,0.06,0.09
28895,0.06,0.24
28896,0.23,0.32
28897,0.42,0.78
28898,0.03,0.33
28899,0.12,0.48
28900,0.18,0.54
28901,0.05,0.9
28902,0.3,0.31
28903,0.19,0.19
28904,0.15,0.57
28905,0.25,0.79
28906,0.1,0.81
28907,0.0,0.03
28908,0.58,0.88
28909,0.45,0.65
28910,0.23,0.63
28911,0.25,0.49
28912,0.14,0.88
28913,0.18,0.35
28914,0.24,0.92
28915,0.09,0.14
28916,0.09,0.61
28917,0.12,0.67
28918,0.61,0.81
28919,0.3,0.63
28920,0.44,0.53
28921,0.18,0.62
28922,0.22,0.34
28923,0.58,0.88
28924,0.07,0.81
28925,0.47,0.83
28926,0.22,0.31
28927,0.09,0.16
28928,0.52,0.79
28929,0.05,0.08
28930,0.03,0.18
28931,0.19,0.68
28932,0.72,0.41
28933,0.05,0.08
28934,0.24,0.66
28935,0.29,0.55
28936,0.1,0.2
28937,0.23,0.61
28938,0.03,0.23
28939,0.27,0.52
28940,0.3,0.56
28941,0.35,0.71
28942,0.07,0.13
28943,0.17,0.49
28944,0.13,0.19
28945,0.08,0.22
28946,0.18,0.35
28947,0.04,0.17
28948,0.17,0.72
28949,0.13,0.45
28950,0.12,0.95
28951,0.1,0.14
28952,0.05,0.54
28953,0.14,0.83
28954,0.12,0.24
28955,0.18,0.8
28956,0.1,0.5
28957,0.06,0.36
28958,0.14,0.29
28959,0.39,0.62
28960,0.24,0.58
28961,0.21,0.19
28962,0.35,0.24
28963,0.06,0.45
28964,0.05,0.53
28965,0.42,0.2
28966,0.15,0.1
28967,0.5,0.98
28968,0.15,0.83
28969,0.11,0.17
28970,0.18,0.16
28971,0.11,0.62
28972,0.12,0.86
28973,0.07,0.43
28974,0.07,0.04
28975,0.03,0.24
28976,0.12,0.71
28977,0.18,0.25
28978,0.05,0.27
28979,0.2,0.76
28980,0.03,0.14
28981,0.36,0.65
28982,0.04,0.21
28983,0.0,0.01
28984,0.47,0.72
28985,0.15,0.39
28986,0.33,0.53
28987,0.11,0.28
28988,0.36,0.64
28989,0.27,0.92
28990,0.13,0.4
28991,0.27,0.56
28992,0.03,0.12
28993,0.09,0.41
28994,0.25,0.28
28995,0.1,0.64
28996,0.2,0.61
28997,0.08,0.1
28998,0.37,0.71
28999,0.08,0.47
29000,0.84,0.98
29001,0.05,0.32
29002,0.21,0.27
29003,0.4,0.76
29004,0.73,0.83
29005,0.12,0.74
29006,0.1,0.07
29007,0.13,0.69
29008,0.23,0.61
29009,0.04,0.49
29010,0.11,0.34
29011,0.14,0.34
29012,0.35,0.45
29013,0.02,0.27
29014,0.24,0.32
29015,0.05,0.09
29016,0.13,0.58
29017,0.12,0.82
29018,0.05,0.12
29019,0.04,0.52
29020,0.41,0.73
29021,0.39,0.53
29022,0.36,0.46
29023,0.6,0.72
29024,0.35,0.55
29025,0.04,0.17
29026,0.34,0.53
29027,0.62,0.81
29028,0.12,0.22
29029,0.01,0.38
29030,0.03,0.32
29031,0.15,0.19
29032,0.45,0.82
29033,0.08,0.4
29034,0.35,0.56
29035,0.05,0.25
29036,0.13,0.31
29037,0.05,0.87
29038,0.0,0.35
29039,0.27,0.45
29040,0.11,0.25
29041,0.29,0.54
29042,0.18,0.15
29043,0.04,0.36
29044,0.75,0.76
29045,0.26,0.36
29046,0.04,0.24
29047,0.19,0.23
29048,0.71,0.84
29049,0.5,0.87
29050,0.03,0.62
29051,0.51,0.54
29052,0.02,0.09
29053,0.14,0.67
29054,0.04,0.17
29055,0.13,0.69
29056,0.09,0.64
29057,0.31,0.8
29058,0.05,0.13
29059,0.04,0.19
29060,0.14,0.52
29061,0.07,0.51
29062,0.13,0.38
29063,0.72,0.7
29064,0.73,0.91
29065,0.13,0.18
29066,0.11,0.63
29067,0.5,0.89
29068,0.07,0.09
29069,0.07,0.87
29070,0.12,0.65
29071,0.51,0.52
29072,0.02,0.65
29073,0.11,0.25
29074,0.68,0.89
29075,0.05,0.7
29076,0.64,0.67
29077,0.04,0.78
29078,0.07,0.48
29079,0.45,0.58
29080,0.04,0.21
29081,0.09,0.73
29082,0.02,0.03
29083,0.08,0.09
29084,0.46,0.77
29085,0.15,0.78
29086,0.85,0.84
29087,0.29,0.33
29088,0.18,0.54
29089,0.02,0.02
29090,0.12,0.6
29091,0.54,0.9
29092,0.47,0.57
29093,0.59,0.74
29094,0.03,0.03
29095,0.08,0.55
29096,0.49,0.76
29097,0.07,0.08
29098,0.61,0.67
29099,0.68,0.73
29100,0.59,0.77
29101,0.17,0.69
29102,0.24,0.8
29103,0.41,0.64
29104,0.12,0.68
29105,0.64,0.82
29106,0.09,0.59
29107,0.08,0.2
29108,0.59,0.84
29109,0.19,0.42
29110,0.1,0.28
29111,0.63,0.82
29112,0.56,0.68
29113,0.08,0.27
29114,0.16,0.29
29115,0.11,0.24
29116,0.16,0.28
29117,0.15,0.45
29118,0.41,0.8
29119,0.83,0.99
29120,0.06,0.17
29121,0.05,0.08
29122,0.51,0.92
29123,0.2,0.37
29124,0.21,0.22
29125,0.13,0.42
29126,0.39,0.39
29127,0.36,0.74
29128,0.2,0.7
29129,0.02,0.08
29130,0.09,0.61
29131,0.02,0.09
29132,0.4,0.63
29133,0.21,0.55
29134,0.1,0.29
29135,0.2,0.88
29136,0.13,0.35
29137,0.21,0.44
29138,0.02,0.07
29139,0.04,0.26
29140,0.18,0.18
29141,0.26,0.23
29142,0.51,0.76
29143,0.07,0.43
29144,0.87,0.95
29145,0.47,0.55
29146,0.11,0.18
29147,0.07,0.76
29148,0.31,0.66
29149,0.06,0.71
29150,0.01,0.36
29151,0.14,0.26
29152,0.34,0.67
29153,0.11,0.17
29154,0.06,0.17
29155,0.14,0.84
29156,0.1,0.16
29157,0.04,0.09
29158,0.11,0.77
29159,0.39,0.57
29160,0.02,0.06
29161,0.58,0.67
29162,0.05,0.18
29163,0.07,0.13
29164,0.11,0.26
29165,0.69,0.9
29166,0.13,0.34
29167,0.17,0.07
29168,0.11,0.59
29169,0.55,0.78
29170,0.06,0.51
29171,0.23,0.34
29172,0.0,0.41
29173,0.09,0.35
29174,0.31,0.2
29175,0.55,0.65
29176,0.36,0.44
29177,0.36,0.47
29178,0.27,0.38
29179,0.1,0.42
29180,0.11,0.61
29181,0.07,0.33
29182,0.02,0.04
29183,0.31,0.51
29184,0.04,0.09
29185,0.45,0.44
29186,0.1,0.36
29187,0.15,0.25
29188,0.08,0.39
29189,0.02,0.08
29190,0.15,0.49
29191,0.2,0.26
29192,0.03,0.19
29193,0.1,0.38
29194,0.08,0.14
29195,0.35,0.71
29196,0.2,0.18
29197,0.06,0.15
29198,0.16,0.27
29199,0.06,0.29
29200,0.45,0.47
29201,0.05,0.23
29202,0.39,0.55
29203,0.06,0.69
29204,0.11,0.78
29205,0.15,0.75
29206,0.19,0.78
29207,0.29,0.51
29208,0.28,0.99
29209,0.01,0.05
29210,0.12,0.08
29211,0.32,0.49
29212,0.02,0.05
29213,0.02,0.09
29214,0.08,0.73
29215,0.09,0.1
29216,0.73,0.85
29217,0.15,0.25
29218,0.45,0.75
29219,0.04,0.05
29220,0.07,0.63
29221,0.42,0.77
29222,0.02,0.08
29223,0.0,0.09
29224,0.44,0.37
29225,0.08,0.79
29226,0.07,0.31
29227,0.16,0.41
29228,0.68,0.88
29229,0.16,0.28
29230,0.31,0.45
29231,0.05,0.29
29232,0.18,0.38
29233,0.03,0.25
29234,0.0,0.04
29235,0.53,0.58
29236,0.59,0.77
29237,0.11,0.45
29238,0.77,0.87
29239,0.07,0.27
29240,0.09,0.54
29241,0.01,0.16
29242,0.05,0.73
29243,0.22,0.49
